event_cause,corridor_grouped,priority,requires_road_closure,veh_type,time_of_day,day_of_week,is_weekend,severity
accident,Bellary Road 2,High,False,unknown,evening,Friday,False,routine
vehicle_breakdown,Mysore Road,High,False,heavy_vehicle,evening,Friday,False,routine
vehicle_breakdown,Non-corridor,Low,False,lcv,evening,Friday,False,routine
vehicle_breakdown,Mysore Road,High,True,heavy_vehicle,night,Friday,False,routine
vehicle_breakdown,Non-corridor,Low,True,private_car,night,Friday,False,routine
vehicle_breakdown,Non-corridor,Low,False,private_car,night,Friday,False,routine
vehicle_breakdown,other_corridor,High,False,bmtc_bus,night,Friday,False,routine
vehicle_breakdown,Old Madras Road,High,False,ksrtc_bus,night,Friday,False,routine
vehicle_breakdown,West of Chord Road,High,False,ksrtc_bus,night,Friday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,night,Friday,False,routine
others,Non-corridor,Low,False,unknown,late_night,Saturday,True,routine
construction,Bellary Road 2,High,False,unknown,late_night,Saturday,True,routine
vehicle_breakdown,Mysore Road,High,False,private_car,late_night,Saturday,True,routine
vehicle_breakdown,Non-corridor,Low,False,lcv,late_night,Saturday,True,high
accident,Tumkur Road,High,False,unknown,early_morning,Saturday,True,routine
vehicle_breakdown,ORR West 1,High,False,private_car,early_morning,Saturday,True,routine
vehicle_breakdown,Bannerghata Road,High,False,bmtc_bus,early_morning,Saturday,True,routine
others,West of Chord Road,High,False,unknown,early_morning,Saturday,True,high
vehicle_breakdown,other_corridor,High,False,private_car,early_morning,Saturday,True,routine
vehicle_breakdown,other_corridor,High,False,heavy_vehicle,early_morning,Saturday,True,routine
tree_fall,Non-corridor,Low,True,unknown,early_morning,Saturday,True,routine
vehicle_breakdown,Mysore Road,High,False,ksrtc_bus,early_morning,Saturday,True,routine
vehicle_breakdown,ORR North 1,High,False,heavy_vehicle,early_morning,Saturday,True,routine
vehicle_breakdown,Non-corridor,Low,False,private_bus,early_morning,Saturday,True,routine
vehicle_breakdown,Mysore Road,High,False,private_car,early_morning,Saturday,True,routine
vehicle_breakdown,Bellary Road 2,High,False,lcv,early_morning,Saturday,True,routine
vehicle_breakdown,Mysore Road,High,False,heavy_vehicle,evening,Saturday,True,routine
vehicle_breakdown,Tumkur Road,High,False,lcv,evening,Saturday,True,routine
vehicle_breakdown,Mysore Road,High,False,bmtc_bus,evening,Saturday,True,routine
vehicle_breakdown,Bannerghata Road,High,False,heavy_vehicle,night,Saturday,True,high
vehicle_breakdown,Mysore Road,High,False,bmtc_bus,night,Saturday,True,routine
vehicle_breakdown,Non-corridor,Low,False,private_car,night,Saturday,True,routine
construction,Bellary Road 2,High,False,unknown,night,Saturday,True,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,night,Saturday,True,routine
accident,Non-corridor,Low,False,unknown,late_night,Sunday,True,routine
vehicle_breakdown,West of Chord Road,High,False,ksrtc_bus,late_night,Sunday,True,routine
accident,Hosur Road,High,False,unknown,late_night,Sunday,True,routine
vehicle_breakdown,Bellary Road 2,High,False,others,late_night,Sunday,True,routine
vehicle_breakdown,other_corridor,High,False,bmtc_bus,late_night,Sunday,True,routine
vehicle_breakdown,West of Chord Road,High,False,heavy_vehicle,late_night,Sunday,True,routine
vehicle_breakdown,Tumkur Road,High,False,heavy_vehicle,late_night,Sunday,True,routine
vehicle_breakdown,Mysore Road,High,False,bmtc_bus,late_night,Sunday,True,routine
vehicle_breakdown,Mysore Road,High,False,bmtc_bus,late_night,Sunday,True,routine
vehicle_breakdown,Non-corridor,Low,False,private_bus,late_night,Sunday,True,routine
vehicle_breakdown,Bellary Road 2,High,False,taxi,early_morning,Sunday,True,routine
vehicle_breakdown,Mysore Road,High,False,heavy_vehicle,early_morning,Sunday,True,routine
vehicle_breakdown,Mysore Road,High,True,bmtc_bus,early_morning,Sunday,True,routine
vehicle_breakdown,West of Chord Road,High,False,ksrtc_bus,early_morning,Sunday,True,routine
vehicle_breakdown,Tumkur Road,High,False,truck,early_morning,Sunday,True,routine
vehicle_breakdown,Non-corridor,Low,True,private_car,early_morning,Sunday,True,routine
vehicle_breakdown,Old Madras Road,High,False,bmtc_bus,early_morning,Sunday,True,routine
others,other_corridor,High,False,unknown,early_morning,Sunday,True,routine
vehicle_breakdown,Mysore Road,High,False,lcv,daytime,Sunday,True,routine
vehicle_breakdown,West of Chord Road,High,False,others,daytime,Sunday,True,routine
vehicle_breakdown,Hosur Road,High,False,others,daytime,Sunday,True,routine
vehicle_breakdown,Old Madras Road,High,False,bmtc_bus,daytime,Sunday,True,routine
accident,Bellary Road 2,High,False,unknown,daytime,Sunday,True,routine
vehicle_breakdown,Bellary Road 1,High,False,private_bus,evening,Sunday,True,routine
vehicle_breakdown,Old Madras Road,High,False,heavy_vehicle,evening,Sunday,True,routine
vehicle_breakdown,Bannerghata Road,High,False,others,late_night,Monday,False,routine
vehicle_breakdown,Bellary Road 1,High,False,heavy_vehicle,late_night,Monday,False,routine
vehicle_breakdown,Tumkur Road,High,False,bmtc_bus,late_night,Monday,False,routine
vehicle_breakdown,West of Chord Road,High,False,bmtc_bus,early_morning,Monday,False,routine
vehicle_breakdown,West of Chord Road,High,False,bmtc_bus,early_morning,Monday,False,routine
vehicle_breakdown,other_corridor,High,False,private_bus,early_morning,Monday,False,routine
vehicle_breakdown,Mysore Road,High,False,bmtc_bus,early_morning,Monday,False,routine
vehicle_breakdown,Tumkur Road,High,False,ksrtc_bus,early_morning,Monday,False,routine
vehicle_breakdown,Mysore Road,High,False,ksrtc_bus,daytime,Monday,False,routine
vehicle_breakdown,Mysore Road,High,False,heavy_vehicle,late_night,Tuesday,False,routine
vehicle_breakdown,Bellary Road 2,High,False,taxi,evening,Monday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,evening,Monday,False,routine
others,Non-corridor,Low,False,unknown,night,Monday,False,high
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,night,Monday,False,routine
vehicle_breakdown,Non-corridor,Low,True,bmtc_bus,night,Monday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,night,Monday,False,routine
vehicle_breakdown,Magadi Road,High,False,others,night,Monday,False,routine
procession,Non-corridor,Low,False,unknown,night,Monday,False,routine
vehicle_breakdown,Magadi Road,High,False,bmtc_bus,late_night,Tuesday,False,routine
accident,Non-corridor,Low,False,unknown,late_night,Tuesday,False,routine
vehicle_breakdown,Magadi Road,High,False,heavy_vehicle,late_night,Tuesday,False,routine
vehicle_breakdown,Magadi Road,High,False,heavy_vehicle,late_night,Tuesday,False,routine
vehicle_breakdown,Non-corridor,Low,False,heavy_vehicle,late_night,Tuesday,False,routine
vehicle_breakdown,Old Madras Road,High,False,bmtc_bus,late_night,Tuesday,False,routine
protest,other_corridor,High,True,unknown,early_morning,Tuesday,False,routine
vehicle_breakdown,Bellary Road 1,High,False,others,early_morning,Tuesday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,early_morning,Tuesday,False,routine
vehicle_breakdown,Mysore Road,High,False,private_bus,early_morning,Tuesday,False,routine
vehicle_breakdown,ORR West 1,High,False,heavy_vehicle,early_morning,Tuesday,False,routine
vehicle_breakdown,Non-corridor,Low,True,bmtc_bus,early_morning,Tuesday,False,routine
accident,Tumkur Road,High,True,unknown,daytime,Tuesday,False,routine
vehicle_breakdown,Hosur Road,High,False,lcv,evening,Tuesday,False,routine
vehicle_breakdown,Mysore Road,High,False,heavy_vehicle,evening,Tuesday,False,routine
construction,Non-corridor,Low,False,unknown,evening,Tuesday,False,routine
vehicle_breakdown,Magadi Road,High,False,lcv,night,Tuesday,False,routine
vehicle_breakdown,Bellary Road 1,High,False,heavy_vehicle,night,Tuesday,False,routine
vehicle_breakdown,ORR North 2,High,False,bmtc_bus,night,Tuesday,False,routine
vehicle_breakdown,Bellary Road 2,High,True,bmtc_bus,night,Tuesday,False,routine
vehicle_breakdown,Non-corridor,Low,False,others,night,Tuesday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,night,Tuesday,False,routine
others,Tumkur Road,High,False,unknown,night,Tuesday,False,high
vehicle_breakdown,other_corridor,High,False,heavy_vehicle,late_night,Wednesday,False,routine
vehicle_breakdown,Non-corridor,Low,True,bmtc_bus,early_morning,Wednesday,False,routine
others,Mysore Road,High,False,unknown,early_morning,Wednesday,False,high
vehicle_breakdown,Bellary Road 2,High,False,taxi,early_morning,Wednesday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,early_morning,Wednesday,False,routine
vehicle_breakdown,Bannerghata Road,High,False,others,early_morning,Wednesday,False,routine
vehicle_breakdown,Old Madras Road,High,False,bmtc_bus,early_morning,Wednesday,False,routine
vehicle_breakdown,Old Madras Road,High,False,heavy_vehicle,early_morning,Wednesday,False,routine
others,Tumkur Road,High,False,unknown,early_morning,Wednesday,False,high
vehicle_breakdown,Tumkur Road,High,False,lcv,early_morning,Wednesday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,early_morning,Wednesday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,early_morning,Wednesday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,early_morning,Wednesday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,night,Thursday,False,routine
vehicle_breakdown,Hosur Road,High,True,heavy_vehicle,early_morning,Wednesday,False,routine
protest,Mysore Road,High,False,unknown,early_morning,Wednesday,False,routine
vehicle_breakdown,other_corridor,High,False,bmtc_bus,early_morning,Wednesday,False,routine
vehicle_breakdown,other_corridor,High,False,bmtc_bus,daytime,Wednesday,False,routine
vehicle_breakdown,Old Madras Road,High,False,ksrtc_bus,daytime,Wednesday,False,routine
vehicle_breakdown,Old Madras Road,High,False,ksrtc_bus,daytime,Wednesday,False,routine
vehicle_breakdown,Hosur Road,High,False,heavy_vehicle,daytime,Wednesday,False,routine
vehicle_breakdown,Old Madras Road,High,False,ksrtc_bus,daytime,Wednesday,False,routine
vehicle_breakdown,Bellary Road 2,High,False,heavy_vehicle,evening,Wednesday,False,routine
vehicle_breakdown,Mysore Road,High,False,heavy_vehicle,night,Wednesday,False,routine
vehicle_breakdown,Mysore Road,High,False,bmtc_bus,night,Wednesday,False,routine
vehicle_breakdown,Tumkur Road,High,False,bmtc_bus,night,Wednesday,False,routine
vehicle_breakdown,Non-corridor,Low,False,heavy_vehicle,night,Wednesday,False,routine
road_conditions,Non-corridor,Low,False,unknown,night,Wednesday,False,high
vehicle_breakdown,Bannerghata Road,High,False,lcv,night,Wednesday,False,routine
others,Hosur Road,High,False,unknown,night,Wednesday,False,high
vehicle_breakdown,Bannerghata Road,High,False,bmtc_bus,night,Wednesday,False,routine
accident,Non-corridor,Low,False,unknown,night,Wednesday,False,routine
vehicle_breakdown,Bellary Road 2,High,False,heavy_vehicle,night,Wednesday,False,routine
vehicle_breakdown,Mysore Road,High,False,bmtc_bus,late_night,Thursday,False,routine
vehicle_breakdown,West of Chord Road,High,False,heavy_vehicle,late_night,Thursday,False,routine
vehicle_breakdown,Non-corridor,Low,False,unknown,late_night,Thursday,False,routine
vehicle_breakdown,Tumkur Road,High,False,bmtc_bus,late_night,Thursday,False,routine
vehicle_breakdown,ORR North 1,High,False,heavy_vehicle,late_night,Thursday,False,routine
vehicle_breakdown,Mysore Road,High,False,private_bus,early_morning,Thursday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,early_morning,Thursday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,early_morning,Thursday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,early_morning,Thursday,False,routine
vehicle_breakdown,Hosur Road,High,True,private_car,early_morning,Thursday,False,routine
accident,Mysore Road,High,False,unknown,early_morning,Thursday,False,routine
vehicle_breakdown,Mysore Road,High,False,private_bus,early_morning,Thursday,False,routine
vehicle_breakdown,Mysore Road,High,False,lcv,early_morning,Thursday,False,routine
vehicle_breakdown,Mysore Road,High,False,bmtc_bus,early_morning,Thursday,False,routine
vehicle_breakdown,Tumkur Road,High,False,ksrtc_bus,daytime,Thursday,False,routine
vehicle_breakdown,Old Madras Road,High,False,truck,evening,Thursday,False,routine
others,Non-corridor,Low,False,unknown,night,Thursday,False,routine
vehicle_breakdown,Non-corridor,Low,False,private_bus,night,Thursday,False,routine
public_event,Non-corridor,Low,True,unknown,night,Thursday,False,routine
vehicle_breakdown,Tumkur Road,High,False,heavy_vehicle,night,Thursday,False,routine
others,Non-corridor,Low,False,unknown,night,Thursday,False,routine
vehicle_breakdown,West of Chord Road,High,False,heavy_vehicle,night,Thursday,False,routine
vehicle_breakdown,ORR North 1,High,False,heavy_vehicle,night,Thursday,False,routine
vehicle_breakdown,Tumkur Road,High,False,ksrtc_bus,night,Thursday,False,routine
vehicle_breakdown,Tumkur Road,High,False,bmtc_bus,night,Thursday,False,routine
vehicle_breakdown,Tumkur Road,High,False,bmtc_bus,night,Thursday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,night,Thursday,False,routine
vehicle_breakdown,Mysore Road,High,True,bmtc_bus,night,Thursday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,night,Thursday,False,routine
congestion,Mysore Road,High,False,unknown,night,Thursday,False,routine
vehicle_breakdown,Magadi Road,High,False,bmtc_bus,night,Thursday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,early_morning,Wednesday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,late_night,Friday,False,routine
vehicle_breakdown,Bellary Road 1,High,False,private_car,late_night,Friday,False,routine
vehicle_breakdown,Non-corridor,Low,False,taxi,late_night,Friday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,late_night,Friday,False,routine
vehicle_breakdown,Non-corridor,Low,False,others,late_night,Friday,False,routine
vehicle_breakdown,Non-corridor,Low,False,heavy_vehicle,late_night,Friday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,early_morning,Friday,False,routine
others,Non-corridor,Low,False,unknown,early_morning,Friday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,early_morning,Friday,False,routine
vehicle_breakdown,Bellary Road 1,High,False,bmtc_bus,daytime,Friday,False,routine
vehicle_breakdown,Bellary Road 1,High,False,bmtc_bus,daytime,Friday,False,routine
others,Mysore Road,High,False,unknown,daytime,Friday,False,high
vehicle_breakdown,ORR West 1,High,False,lcv,daytime,Friday,False,routine
accident,Non-corridor,Low,False,unknown,daytime,Friday,False,routine
vehicle_breakdown,Non-corridor,Low,False,lcv,evening,Friday,False,routine
vehicle_breakdown,Bellary Road 1,High,False,heavy_vehicle,evening,Friday,False,routine
vehicle_breakdown,West of Chord Road,High,False,private_car,evening,Friday,False,routine
vehicle_breakdown,other_corridor,High,False,heavy_vehicle,night,Friday,False,routine
vehicle_breakdown,Tumkur Road,High,False,others,night,Friday,False,routine
vehicle_breakdown,ORR North 2,High,False,bmtc_bus,night,Friday,False,routine
construction,ORR North 1,High,True,unknown,night,Friday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,night,Friday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,night,Friday,False,routine
vehicle_breakdown,ORR North 1,High,False,lcv,late_night,Saturday,True,routine
vehicle_breakdown,Mysore Road,High,False,bmtc_bus,late_night,Saturday,True,routine
vehicle_breakdown,Mysore Road,High,False,bmtc_bus,late_night,Saturday,True,routine
vehicle_breakdown,ORR North 1,High,False,bmtc_bus,late_night,Saturday,True,routine
vehicle_breakdown,Mysore Road,High,False,ksrtc_bus,late_night,Saturday,True,routine
vehicle_breakdown,Magadi Road,High,False,lcv,early_morning,Saturday,True,routine
vehicle_breakdown,Bellary Road 2,High,False,heavy_vehicle,early_morning,Saturday,True,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,early_morning,Saturday,True,routine
vehicle_breakdown,Bellary Road 2,High,False,taxi,early_morning,Saturday,True,routine
others,Hosur Road,High,True,unknown,early_morning,Saturday,True,high
construction,ORR North 2,High,False,unknown,early_morning,Saturday,True,routine
vehicle_breakdown,ORR North 2,High,False,lcv,early_morning,Saturday,True,routine
vehicle_breakdown,West of Chord Road,High,False,private_bus,daytime,Saturday,True,routine
vehicle_breakdown,Non-corridor,Low,False,private_car,daytime,Saturday,True,routine
vehicle_breakdown,Mysore Road,High,False,heavy_vehicle,daytime,Saturday,True,routine
vehicle_breakdown,Bellary Road 2,High,False,lcv,daytime,Saturday,True,routine
accident,Non-corridor,Low,False,unknown,daytime,Saturday,True,routine
vehicle_breakdown,Non-corridor,Low,True,private_car,evening,Saturday,True,routine
vehicle_breakdown,Bellary Road 2,High,False,lcv,night,Saturday,True,routine
others,other_corridor,High,False,unknown,night,Saturday,True,high
vehicle_breakdown,Bellary Road 2,High,False,heavy_vehicle,night,Saturday,True,routine
vehicle_breakdown,Bannerghata Road,High,False,others,night,Saturday,True,routine
vehicle_breakdown,Tumkur Road,High,False,private_car,late_night,Sunday,True,routine
others,Non-corridor,Low,False,unknown,night,Saturday,True,high
construction,other_corridor,High,False,unknown,night,Saturday,True,routine
vehicle_breakdown,Non-corridor,Low,False,private_bus,night,Saturday,True,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,night,Saturday,True,routine
others,Bellary Road 2,High,False,unknown,night,Saturday,True,high
others,Bellary Road 1,High,False,unknown,night,Saturday,True,routine
vehicle_breakdown,Mysore Road,High,False,heavy_vehicle,late_night,Sunday,True,routine
construction,other_corridor,High,True,unknown,late_night,Sunday,True,routine
vehicle_breakdown,Mysore Road,High,False,private_bus,late_night,Sunday,True,routine
accident,ORR East 1,High,False,unknown,late_night,Sunday,True,routine
accident,ORR East 1,High,False,unknown,late_night,Sunday,True,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,late_night,Sunday,True,routine
vehicle_breakdown,Bellary Road 2,High,False,lcv,early_morning,Sunday,True,routine
vehicle_breakdown,Bellary Road 1,High,False,bmtc_bus,early_morning,Sunday,True,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,early_morning,Sunday,True,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,early_morning,Sunday,True,routine
others,Mysore Road,High,True,unknown,early_morning,Sunday,True,high
vehicle_breakdown,Hosur Road,High,False,bmtc_bus,early_morning,Sunday,True,routine
vehicle_breakdown,Bellary Road 2,High,False,private_car,daytime,Sunday,True,routine
congestion,Bellary Road 1,High,False,unknown,daytime,Sunday,True,routine
construction,Bellary Road 2,High,True,unknown,daytime,Sunday,True,high
vehicle_breakdown,West of Chord Road,High,False,others,daytime,Sunday,True,routine
procession,Non-corridor,Low,False,unknown,evening,Sunday,True,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,evening,Sunday,True,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,evening,Sunday,True,routine
vehicle_breakdown,Hosur Road,High,False,private_bus,night,Sunday,True,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,night,Sunday,True,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,night,Sunday,True,routine
construction,Non-corridor,Low,False,unknown,night,Sunday,True,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,night,Sunday,True,routine
accident,ORR East 1,High,False,unknown,late_night,Monday,False,routine
vehicle_breakdown,Non-corridor,Low,False,ksrtc_bus,late_night,Monday,False,high
vehicle_breakdown,Tumkur Road,High,False,bmtc_bus,late_night,Monday,False,routine
vehicle_breakdown,Mysore Road,High,False,bmtc_bus,late_night,Monday,False,high
others,Non-corridor,Low,False,unknown,early_morning,Monday,False,routine
vehicle_breakdown,Non-corridor,Low,False,private_bus,early_morning,Monday,False,routine
vehicle_breakdown,Non-corridor,Low,True,bmtc_bus,daytime,Monday,False,routine
vehicle_breakdown,Mysore Road,High,False,bmtc_bus,daytime,Monday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,daytime,Monday,False,routine
vehicle_breakdown,Tumkur Road,High,False,heavy_vehicle,evening,Monday,False,routine
vehicle_breakdown,West of Chord Road,High,False,private_bus,evening,Monday,False,routine
vehicle_breakdown,Non-corridor,Low,False,others,evening,Monday,False,routine
vehicle_breakdown,ORR North 2,High,False,lcv,evening,Monday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,night,Monday,False,routine
vehicle_breakdown,Tumkur Road,High,False,private_car,night,Monday,False,routine
vehicle_breakdown,ORR West 1,High,False,bmtc_bus,night,Monday,False,routine
vehicle_breakdown,ORR West 1,High,False,lcv,night,Monday,False,routine
construction,ORR North 1,High,True,unknown,night,Monday,False,routine
construction,Old Madras Road,High,False,unknown,night,Monday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,late_night,Tuesday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,late_night,Tuesday,False,routine
vehicle_breakdown,Mysore Road,High,False,private_car,late_night,Tuesday,False,routine
vehicle_breakdown,Bellary Road 2,High,False,private_car,late_night,Tuesday,False,routine
vehicle_breakdown,Non-corridor,Low,False,others,late_night,Tuesday,False,routine
vehicle_breakdown,Old Madras Road,High,False,lcv,late_night,Tuesday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,late_night,Tuesday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,late_night,Tuesday,False,routine
vehicle_breakdown,Mysore Road,High,False,private_bus,early_morning,Tuesday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,early_morning,Tuesday,False,routine
vehicle_breakdown,Non-corridor,Low,False,heavy_vehicle,night,Thursday,False,routine
vehicle_breakdown,Bannerghata Road,High,False,others,early_morning,Tuesday,False,routine
accident,Old Madras Road,High,False,unknown,early_morning,Tuesday,False,routine
vehicle_breakdown,Non-corridor,Low,True,others,early_morning,Tuesday,False,routine
others,Non-corridor,Low,False,unknown,early_morning,Tuesday,False,routine
vehicle_breakdown,Old Madras Road,High,False,others,early_morning,Tuesday,False,routine
vehicle_breakdown,Old Madras Road,High,False,bmtc_bus,daytime,Tuesday,False,routine
vehicle_breakdown,Bannerghata Road,High,False,heavy_vehicle,daytime,Tuesday,False,routine
vehicle_breakdown,Non-corridor,Low,False,heavy_vehicle,evening,Tuesday,False,routine
vehicle_breakdown,Mysore Road,High,False,lcv,evening,Tuesday,False,routine
vehicle_breakdown,ORR North 1,High,False,heavy_vehicle,evening,Tuesday,False,routine
others,Mysore Road,High,False,unknown,evening,Tuesday,False,routine
vehicle_breakdown,Tumkur Road,High,False,heavy_vehicle,night,Tuesday,False,routine
vehicle_breakdown,ORR East 1,High,False,private_bus,night,Tuesday,False,routine
vehicle_breakdown,Hosur Road,High,True,private_car,night,Tuesday,False,routine
vehicle_breakdown,Hosur Road,High,False,private_car,night,Tuesday,False,routine
vehicle_breakdown,ORR West 1,High,False,heavy_vehicle,night,Tuesday,False,routine
construction,ORR North 1,High,True,unknown,night,Tuesday,False,routine
construction,ORR North 1,High,True,unknown,night,Tuesday,False,routine
vehicle_breakdown,Bannerghata Road,High,False,lcv,night,Tuesday,False,routine
vehicle_breakdown,Mysore Road,High,True,unknown,night,Tuesday,False,routine
vehicle_breakdown,West of Chord Road,High,False,bmtc_bus,late_night,Wednesday,False,routine
vehicle_breakdown,Bellary Road 2,High,False,lcv,late_night,Wednesday,False,high
vehicle_breakdown,Non-corridor,Low,False,heavy_vehicle,late_night,Wednesday,False,routine
others,Tumkur Road,High,False,unknown,late_night,Wednesday,False,high
vehicle_breakdown,Tumkur Road,High,False,lcv,late_night,Wednesday,False,routine
vehicle_breakdown,Tumkur Road,High,False,ksrtc_bus,late_night,Wednesday,False,routine
vehicle_breakdown,Bellary Road 2,High,False,heavy_vehicle,late_night,Wednesday,False,routine
vehicle_breakdown,Bellary Road 1,High,False,heavy_vehicle,early_morning,Wednesday,False,routine
vehicle_breakdown,Bellary Road 2,High,False,bmtc_bus,early_morning,Wednesday,False,routine
vehicle_breakdown,Non-corridor,Low,False,others,early_morning,Wednesday,False,routine
vehicle_breakdown,Old Madras Road,High,False,bmtc_bus,early_morning,Wednesday,False,routine
vehicle_breakdown,Hosur Road,High,False,bmtc_bus,daytime,Wednesday,False,routine
construction,Mysore Road,High,True,unknown,daytime,Wednesday,False,high
vehicle_breakdown,Non-corridor,Low,False,heavy_vehicle,daytime,Wednesday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,evening,Wednesday,False,routine
vehicle_breakdown,West of Chord Road,High,False,bmtc_bus,evening,Wednesday,False,routine
vehicle_breakdown,Old Madras Road,High,False,heavy_vehicle,evening,Wednesday,False,routine
vehicle_breakdown,Mysore Road,High,False,heavy_vehicle,night,Wednesday,False,routine
vehicle_breakdown,Mysore Road,High,False,heavy_vehicle,night,Wednesday,False,routine
vehicle_breakdown,Old Madras Road,High,False,heavy_vehicle,night,Wednesday,False,routine
construction,ORR North 1,High,False,unknown,night,Wednesday,False,routine
vehicle_breakdown,Mysore Road,High,True,heavy_vehicle,night,Wednesday,False,routine
construction,Non-corridor,Low,True,unknown,night,Wednesday,False,high
vehicle_breakdown,Tumkur Road,High,False,private_bus,night,Wednesday,False,routine
vehicle_breakdown,Old Madras Road,High,False,ksrtc_bus,night,Wednesday,False,routine
construction,ORR North 1,High,False,unknown,night,Wednesday,False,routine
others,Bellary Road 2,High,False,unknown,night,Wednesday,False,high
congestion,Non-corridor,Low,False,unknown,late_night,Thursday,False,routine
vehicle_breakdown,Magadi Road,High,True,ksrtc_bus,late_night,Thursday,False,routine
vehicle_breakdown,Mysore Road,High,False,bmtc_bus,late_night,Thursday,False,routine
vehicle_breakdown,Bannerghata Road,High,False,private_car,early_morning,Thursday,False,routine
vehicle_breakdown,ORR North 1,High,False,taxi,early_morning,Thursday,False,routine
vehicle_breakdown,Tumkur Road,High,False,bmtc_bus,early_morning,Thursday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,early_morning,Thursday,False,routine
water_logging,Non-corridor,Low,False,unknown,early_morning,Thursday,False,routine
vehicle_breakdown,ORR West 1,High,False,bmtc_bus,daytime,Thursday,False,routine
vehicle_breakdown,Old Madras Road,High,False,ksrtc_bus,evening,Thursday,False,routine
road_conditions,other_corridor,High,False,unknown,evening,Thursday,False,high
vehicle_breakdown,Non-corridor,Low,False,heavy_vehicle,night,Thursday,False,routine
vehicle_breakdown,Tumkur Road,High,False,private_car,night,Thursday,False,routine
vehicle_breakdown,Mysore Road,High,False,bmtc_bus,night,Thursday,False,routine
vehicle_breakdown,Bellary Road 2,High,False,heavy_vehicle,night,Thursday,False,routine
vehicle_breakdown,Bellary Road 1,High,False,private_car,night,Thursday,False,routine
vehicle_breakdown,Mysore Road,High,True,private_car,night,Thursday,False,routine
pot_holes,Bellary Road 1,High,False,unknown,late_night,Friday,False,high
vehicle_breakdown,Mysore Road,High,False,lcv,late_night,Friday,False,routine
construction,Bellary Road 2,High,False,unknown,late_night,Friday,False,routine
vehicle_breakdown,other_corridor,High,False,heavy_vehicle,late_night,Friday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,early_morning,Friday,False,routine
vehicle_breakdown,ORR North 1,High,False,private_bus,early_morning,Friday,False,routine
vehicle_breakdown,Mysore Road,High,False,lcv,early_morning,Friday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,early_morning,Friday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,early_morning,Friday,False,routine
vehicle_breakdown,Old Madras Road,High,False,private_car,early_morning,Friday,False,routine
vehicle_breakdown,ORR North 1,High,False,bmtc_bus,early_morning,Friday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,early_morning,Friday,False,routine
